review,rating,date,bank,source,review_clean,vader_compound,sentiment_vader,sent_label,sent_score,text,theme_primary
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,google_play,"worst app and bank ever u be ashamed, scammer",-0.802,negative,negative,0.9998050332069396,"worst app and bank ever u be ashamed, scammer",other
great BoA,5,2025-03-22,BOA,google_play,great boa,0.6249,positive,positive,0.9992689490318298,great boa,other
best,5,2025-03-21,BOA,google_play,best,0.6369,positive,positive,0.9997941851615906,best,other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,google_play,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,0.3182,positive,negative,0.9988333582878112,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,transactions
there is no speed,1,2025-03-19,BOA,google_play,there is no speed,-0.296,negative,negative,0.9994422793388368,there is no speed,other
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,google_play,"for anyone who wants to download it, just don't!!!",0.0,neutral,negative,0.999398112297058,"for anyone who wants to download it, just don't!!!",other
wonderful,5,2025-03-19,BOA,google_play,wonderful,0.5719,positive,positive,0.9998772144317628,wonderful,other
all worck,5,2025-03-19,BOA,google_play,all worck,0.0,neutral,negative,0.9971314668655396,all worck,other
Loved it,5,2025-03-14,BOA,google_play,loved it,0.5994,positive,positive,0.9998797178268432,loved it,other
Wow,1,2025-03-14,BOA,google_play,wow,0.5859,positive,positive,0.999592125415802,wow,other
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,google_play,"edit: new bug, app not letting me type in my otp codes. shameful why does this app not allow me to use it while having developer options on? did y'all consider that i might, perhaps, be an actual developer? why am i expected to toggle the option on and off just to bank (restarting my phone when i do)? why is the message labled as somthing that will ""smoothen"" the experience? this is like the most ""security consultant"" thing to implement in an app. please invest in actual security, not this mess.",0.8121,positive,negative,0.9985970854759216,"edit: new bug, app not letting me type in my otp codes. shameful why does this app not allow me to use it while having developer options on? did y'all consider that i might, perhaps, be an actual developer? why am i expected to toggle the option on and off just to bank (restarting my phone when i do)? why is the message labled as somthing that will ""smoothen"" the experience? this is like the most ""security consultant"" thing to implement in an app. please invest in actual security, not this mess.",account_access
Improved to be the best,5,2025-03-11,BOA,google_play,improved to be the best,0.8074,positive,positive,0.9998570680618286,improved to be the best,other
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,google_play,"decent, but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self boe dev fix this !!!",-0.8392,negative,negative,0.99748432636261,"decent, but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self boe dev fix this !!!",crash_bug
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,google_play,boa greqt ethiopian bank.,0.0,neutral,negative,0.8457716703414917,boa greqt ethiopian bank.,other
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,google_play,"the bug is still there,the app crashes every time i try to log in, especially in old phones like my galaxy a32",0.3612,positive,negative,0.9994600415229796,"the bug is still there,the app crashes every time i try to log in, especially in old phones like my galaxy a32",crash_bug
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,google_play,almost better compared to cbe where it is not qualified for,0.3832,positive,negative,0.9741679430007936,almost better compared to cbe where it is not qualified for,other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,google_play,what awesome apps. it is very simple to use and more much important apps.,0.7334,positive,positive,0.9998214840888976,what awesome apps. it is very simple to use and more much important apps.,other
Wonderfull app,5,2025-03-08,BOA,google_play,wonderfull app,0.0,neutral,positive,0.9998815059661864,wonderfull app,other
i can't use this app why?,5,2025-03-07,BOA,google_play,i can't use this app why?,0.0,neutral,negative,0.9993101358413696,i can't use this app why?,other
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,google_play,worst mobile banking app i ever experienced i was blaming other apps but comparing with this they're too much better!!!! it clashes it takes much longer time to login while loading in short it's a complete of trash,-0.702,negative,negative,0.9997013211250304,worst mobile banking app i ever experienced i was blaming other apps but comparing with this they're too much better!!!! it clashes it takes much longer time to login while loading in short it's a complete of trash,account_access
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,google_play,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as boa make apps like this. it is a disgrace for our country!!,-0.8205,negative,negative,0.9998133778572084,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as boa make apps like this. it is a disgrace for our country!!,other
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,google_play,aga b girja miss language of admin afaan oromo & other itoophiyaa languages,-0.1531,negative,negative,0.9959415793418884,aga b girja miss language of admin afaan oromo & other itoophiyaa languages,other
Good app,5,2025-03-03,BOA,google_play,good app,0.4404,positive,positive,0.9998493194580078,good app,other
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,google_play,"i downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",0.0,neutral,negative,0.9916398525238036,"i downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",support
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,google_play,it has good features but sometimes it doesn't work...0,0.2382,positive,negative,0.9956711530685424,it has good features but sometimes it doesn't work...0,other
Very poor proformance,1,2025-03-01,BOA,google_play,very poor proformance,-0.5256,negative,negative,0.9998043179512024,very poor proformance,other
It's not opening. Really frustrating,1,2025-03-01,BOA,google_play,it's not opening. really frustrating,0.3865,positive,negative,0.9997020363807678,it's not opening. really frustrating,other
Verry Amazing App from all IB,5,2025-03-01,BOA,google_play,verry amazing app from all ib,0.5859,positive,positive,0.9997394680976868,verry amazing app from all ib,other
Not working on this days,1,2025-02-26,BOA,google_play,not working on this days,0.0,neutral,negative,0.9972773194313048,not working on this days,other
Thank you BoA,5,2025-02-23,BOA,google_play,thank you boa,0.3612,positive,positive,0.9998399019241332,thank you boa,other
best banking app in the wworld,5,2025-02-22,BOA,google_play,best banking app in the wworld,0.6369,positive,positive,0.999572217464447,best banking app in the wworld,other
Nice app and it's easy to use,5,2025-02-21,BOA,google_play,nice app and it's easy to use,0.6908,positive,positive,0.999751627445221,nice app and it's easy to use,ui_ux
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,google_play,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",0.4242,positive,negative,0.999267876148224,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",transactions
This is help full i like ittttt,5,2025-02-14,BOA,google_play,this is help full i like ittttt,0.6369,positive,positive,0.9977995753288268,this is help full i like ittttt,support
The is not functional at all?,2,2025-02-12,BOA,google_play,the is not functional at all?,0.0,neutral,negative,0.9997331500053406,the is not functional at all?,other
Best bank,5,2025-02-08,BOA,google_play,best bank,0.6369,positive,positive,0.9997438788414,best bank,other
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,google_play,make it easy and convienient to use and perfect for all to high prefrence and choice.,0.765,positive,positive,0.9997236132621764,make it easy and convienient to use and perfect for all to high prefrence and choice.,other
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,google_play,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,0.0,neutral,negative,0.6970565915107727,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,other
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,google_play,i have been using this app for two years.it is amazing.,0.5859,positive,positive,0.9998595714569092,i have been using this app for two years.it is amazing.,other
Good 👍,5,2025-01-31,BOA,google_play,good 👍,0.4404,positive,positive,0.9998576641082764,good 👍,other
Sad experience,1,2025-01-30,BOA,google_play,sad experience,-0.4767,negative,negative,0.999068796634674,sad experience,other
Always do update and that is annoying,3,2025-01-27,BOA,google_play,always do update and that is annoying,-0.4019,negative,negative,0.9994439482688904,always do update and that is annoying,other
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,google_play,"best app, somehow waiting a few minutes",0.6369,positive,negative,0.6387038230895996,"best app, somehow waiting a few minutes",other
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,google_play,i can't dijitalize my atm in the apollo app on my phone,0.0,neutral,negative,0.9946038126945496,i can't dijitalize my atm in the apollo app on my phone,other
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,google_play,whenever i try to sign in app close please fixed it out,0.3182,positive,negative,0.997660994529724,whenever i try to sign in app close please fixed it out,other
Beter,5,2025-01-21,BOA,google_play,beter,0.0,neutral,positive,0.6771944165229797,beter,other
Boa,4,2025-01-18,BOA,google_play,boa,0.0,neutral,negative,0.7410542368888855,boa,other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,google_play,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ it's not app it's very slow ehhhh. why don't you upgrade the app???? it's always zero,0.0,neutral,negative,0.9979276657104492,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ it's not app it's very slow ehhhh. why don't you upgrade the app???? it's always zero,transactions
Aadan Axmed Barkhadle,5,2025-01-17,BOA,google_play,aadan axmed barkhadle,0.0,neutral,positive,0.6127519011497498,aadan axmed barkhadle,other
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,google_play,😡😡😡🤬🤬🤬,0.0,neutral,negative,0.6970565915107727,😡😡😡🤬🤬🤬,other
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,google_play,horrible customer service and app crashes horrible!!,-0.8217,negative,negative,0.9997913241386414,horrible customer service and app crashes horrible!!,crash_bug
I love it,5,2025-01-14,BOA,google_play,i love it,0.6369,positive,positive,0.9998799562454224,i love it,other
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,google_play,it keeps asking me to turn off developer mode even when dev mode is off. couldn't use it.,0.0,neutral,negative,0.9985793828964232,it keeps asking me to turn off developer mode even when dev mode is off. couldn't use it.,other
Good🙏,5,2025-01-12,BOA,google_play,good🙏,0.0,neutral,negative,0.6970565915107727,good🙏,other
Like to much,5,2025-01-11,BOA,google_play,like to much,0.3612,positive,positive,0.9997984766960144,like to much,other
Thank you,5,2025-01-10,BOA,google_play,thank you,0.3612,positive,positive,0.9998352527618408,thank you,other
Perfect,5,2025-01-09,BOA,google_play,perfect,0.5719,positive,positive,0.9998517036437988,perfect,other
The best of best,5,2025-01-09,BOA,google_play,the best of best,0.8555,positive,positive,0.9998393058776855,the best of best,other
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,google_play,i was using this app for long time it amazing user friendly ui but the i can't found for get pin button in the app,0.5423,positive,negative,0.9016599655151368,i was using this app for long time it amazing user friendly ui but the i can't found for get pin button in the app,account_access
Great 👍,5,2025-01-04,BOA,google_play,great 👍,0.6249,positive,positive,0.9997692704200744,great 👍,other
Fast and suitable for the customers.,5,2025-01-04,BOA,google_play,fast and suitable for the customers.,0.0,neutral,positive,0.9997920393943788,fast and suitable for the customers.,ui_ux
Good app and helpful,5,2025-01-03,BOA,google_play,good app and helpful,0.6908,positive,positive,0.9998565912246704,good app and helpful,support
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,google_play,"i will give only one star, because it faced with multiple of problems. 1. the app is not as fast as the other banks app, for e.g like cbe 2. the app asks repeatedly to switch off developer options, even if it is switched off. 3. bank of abyssinia's services are interesting, but they ignored the issues on the app service. 4. most customers gave a complain on the app, but no one accept their complain to fix the issue. 5. lastly, i will not recommend the app unless the issue has been solved asap!!",-0.8587,negative,negative,0.9978498220443726,"i will give only one star, because it faced with multiple of problems. 1. the app is not as fast as the other banks app, for e.g like cbe 2. the app asks repeatedly to switch off developer options, even if it is switched off. 3. bank of abyssinia's services are interesting, but they ignored the issues on the app service. 4. most customers gave a complain on the app, but no one accept their complain to fix the issue. 5. lastly, i will not recommend the app unless the issue has been solved asap!!",other
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,google_play,by assessing this you can tell abyssinia bank has no idea what mobile banking is ?,-0.296,negative,negative,0.9992759823799132,by assessing this you can tell abyssinia bank has no idea what mobile banking is ?,other
It doesn't work at all.,2,2025-01-02,BOA,google_play,it doesn't work at all.,0.0,neutral,negative,0.9997771382331848,it doesn't work at all.,other
this app is not available,1,2025-01-02,BOA,google_play,this app is not available,0.0,neutral,negative,0.9997593760490416,this app is not available,other
Wow what amazing,5,2024-12-30,BOA,google_play,wow what amazing,0.8225,positive,positive,0.9998555183410645,wow what amazing,other
love it,5,2024-12-30,BOA,google_play,love it,0.6369,positive,positive,0.99987530708313,love it,other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,google_play,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,0.0,neutral,negative,0.9733067750930786,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,other
Lemn embi yilal??,5,2024-12-30,BOA,google_play,lemn embi yilal??,0.0,neutral,negative,0.990697145462036,lemn embi yilal??,other
It's useless app downgraded.,1,2024-12-29,BOA,google_play,it's useless app downgraded.,-0.4215,negative,negative,0.999807059764862,it's useless app downgraded.,other
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,google_play,why is not letting me access my account. the whole point of this app is for me to gey access to my account without physically being at the bank. i would give it a zero but a one will suffice to get my point accross.,0.0,neutral,negative,0.7652340531349182,why is not letting me access my account. the whole point of this app is for me to gey access to my account without physically being at the bank. i would give it a zero but a one will suffice to get my point accross.,support
Nice,5,2024-12-26,BOA,google_play,nice,0.4215,positive,positive,0.9998552799224854,nice,other
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,google_play,when are you going to get rid of this and have a real app that works? by far the worst mobile banking app.,-0.6249,negative,negative,0.9997933506965636,when are you going to get rid of this and have a real app that works? by far the worst mobile banking app.,other
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,google_play,አይሰራም ሼም ነው፤,0.0,neutral,negative,0.8616330027580261,አይሰራም ሼም ነው፤,other
Not that much bad,3,2024-12-22,BOA,google_play,not that much bad,0.431,positive,positive,0.998815894126892,not that much bad,other
Fine,5,2024-12-21,BOA,google_play,fine,0.2023,positive,positive,0.9998335838317872,fine,other
The dirtiest application ever seen...,1,2024-12-20,BOA,google_play,the dirtiest application ever seen...,-0.5267,negative,negative,0.995487630367279,the dirtiest application ever seen...,other
Nic ap,5,2024-12-19,BOA,google_play,nic ap,0.0,neutral,positive,0.9873360991477966,nic ap,other
The forest app ever,1,2024-12-19,BOA,google_play,the forest app ever,0.0,neutral,positive,0.9840954542160034,the forest app ever,other
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,google_play,"i love boa more than anyone but they are cursed when it comed to mobile banking. even though this ine is hetter it still s*cks! it will ask me to turn off developer options other wise it won't work! i use cbe, awash birr, tekebirr, dashen bank and others but non of them asked me this, why only boa? please improve your mobile banking, be competitive!",0.9475,positive,negative,0.9967040419578552,"i love boa more than anyone but they are cursed when it comed to mobile banking. even though this ine is hetter it still s*cks! it will ask me to turn off developer options other wise it won't work! i use cbe, awash birr, tekebirr, dashen bank and others but non of them asked me this, why only boa? please improve your mobile banking, be competitive!",other
Bank of abissena,1,2024-12-17,BOA,google_play,bank of abissena,0.0,neutral,positive,0.9480117559432985,bank of abissena,other
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,google_play,"easy and sooo simple to use it, also its easy to stole someones money using the app",0.7003,positive,negative,0.9888866543769836,"easy and sooo simple to use it, also its easy to stole someones money using the app",other
GOOD,5,2024-12-15,BOA,google_play,good,0.4404,positive,positive,0.999816119670868,good,other
The worst banking app ever. Never works!,1,2024-12-14,BOA,google_play,the worst banking app ever. never works!,-0.6588,negative,negative,0.999800741672516,the worst banking app ever. never works!,other
Poorly functioning app,3,2024-12-13,BOA,google_play,poorly functioning app,0.0,neutral,negative,0.999775230884552,poorly functioning app,other
Very nice,5,2024-12-13,BOA,google_play,very nice,0.4754,positive,positive,0.9998563528060912,very nice,other
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,google_play,your system is the worst you should do better😡😡😡😡😡😡,-0.6249,negative,negative,0.999800741672516,your system is the worst you should do better😡😡😡😡😡😡,other
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,google_play,it has been a while since you guys started giving the mobile app service but still couldn't get it to work. i'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,-0.6369,negative,negative,0.9997615218162536,it has been a while since you guys started giving the mobile app service but still couldn't get it to work. i'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,other
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,google_play,"this is the best app; many features are awesome, but it should work without the need to turn off the developer options. i'm tired of having to constantly switch the developer options off and on. i've been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",0.9253,positive,positive,0.9543285369873048,"this is the best app; many features are awesome, but it should work without the need to turn off the developer options. i'm tired of having to constantly switch the developer options off and on. i've been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",support
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,google_play,"i’m giving this app one star because there are no options below that. my experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. people choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst i’ve used. i hope improvements are made to enhance the user experience.",-0.2135,negative,negative,0.9997000694274902,"i’m giving this app one star because there are no options below that. my experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. people choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst i’ve used. i hope improvements are made to enhance the user experience.",transactions
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,google_play,very unprofessional and mischievous bank in my opinion. i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income. how absurd. if you can avoid this bank.,-0.6245,negative,negative,0.9941067695617676,very unprofessional and mischievous bank in my opinion. i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income. how absurd. if you can avoid this bank.,transactions
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,google_play,it doesn't work on my 2 devices a05 and a34 😡,0.0,neutral,negative,0.9996792078018188,it doesn't work on my 2 devices a05 and a34 😡,other
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,google_play,my attention is very important because it will be the most difficult time for me,-0.1779,negative,positive,0.9926175475120544,my attention is very important because it will be the most difficult time for me,other
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,google_play,"i have a worst experience while using this mobile application through out the year. most of the time it fails to ""login"" or automatically closed the app. and also it takes so much loading time (5 minutes +) trying to access the internal services. sometimes also while transferring within and to other bank also fails. so, boa please fix your app.",-0.7976,negative,negative,0.999800145626068,"i have a worst experience while using this mobile application through out the year. most of the time it fails to ""login"" or automatically closed the app. and also it takes so much loading time (5 minutes +) trying to access the internal services. sometimes also while transferring within and to other bank also fails. so, boa please fix your app.",transactions
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,google_play,i don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,0.7684,positive,positive,0.806429922580719,i don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,other
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,google_play,this application is losing major factions on a daily basis. i can count how many times i have used this app; it is completely useless and disappointing if i am not going to use it in times of need then i don't see the point.,-0.8464,negative,negative,0.99979966878891,this application is losing major factions on a daily basis. i can count how many times i have used this app; it is completely useless and disappointing if i am not going to use it in times of need then i don't see the point.,other
exellent digital transaction of money,5,2024-11-27,BOA,google_play,exellent digital transaction of money,0.0,neutral,negative,0.994447946548462,exellent digital transaction of money,transactions
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,google_play,the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,-0.2263,negative,negative,0.999749720096588,the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,other
👏👏👏,5,2024-11-24,BOA,google_play,👏👏👏,0.0,neutral,negative,0.6970565915107727,👏👏👏,other
Money,5,2024-11-24,BOA,google_play,money,0.0,neutral,positive,0.9659326076507568,money,other
It needs more improvment,2,2024-11-24,BOA,google_play,it needs more improvment,0.0,neutral,negative,0.998616099357605,it needs more improvment,other
ab,3,2024-11-20,BOA,google_play,ab,0.0,neutral,positive,0.9603192806243896,ab,other
Ademtahir,5,2024-11-20,BOA,google_play,ademtahir,0.0,neutral,positive,0.9930111765861512,ademtahir,other
✌️✌️,5,2024-11-20,BOA,google_play,✌️✌️,0.0,neutral,negative,0.6970565915107727,✌️✌️,other
Please this app on my android phone,3,2024-11-20,BOA,google_play,please this app on my android phone,0.3182,positive,positive,0.6488659381866455,please this app on my android phone,other
GOAT 🐐 🐐,5,2024-11-19,BOA,google_play,goat 🐐 🐐,0.0,neutral,negative,0.9337347149848938,goat 🐐 🐐,other
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,google_play,"your app doesn't match your bank, the app is disaster, super slow. please learn something from tele birr app.",0.2732,positive,negative,0.9994460940361024,"your app doesn't match your bank, the app is disaster, super slow. please learn something from tele birr app.",transactions
Fast and reliable,5,2024-11-18,BOA,google_play,fast and reliable,0.0,neutral,positive,0.9998595714569092,fast and reliable,other
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,google_play,"the worst app update ever. why would you include the ""developer option off"" thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",-0.3485,negative,negative,0.9998020529747008,"the worst app update ever. why would you include the ""developer option off"" thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",other
Very good,5,2024-11-14,BOA,google_play,very good,0.4927,positive,positive,0.9998520612716676,very good,other
One of the poorest mobile banking system,1,2024-11-13,BOA,google_play,one of the poorest mobile banking system,-0.5423,negative,negative,0.999756634235382,one of the poorest mobile banking system,other
❤❤❤❤❤❤,5,2024-11-12,BOA,google_play,❤❤❤❤❤❤,0.0,neutral,negative,0.6970565915107727,❤❤❤❤❤❤,other
Oene,5,2024-11-12,BOA,google_play,oene,0.0,neutral,positive,0.8278864026069641,oene,other
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,google_play,i find it interesting specially in reciept downloading,0.4019,positive,positive,0.9981314539909364,i find it interesting specially in reciept downloading,transactions
it good,5,2024-11-12,BOA,google_play,it good,0.4404,positive,positive,0.9998427629470824,it good,other
"This app crashes everytime, please fix it",1,2024-11-12,BOA,google_play,"this app crashes everytime, please fix it",0.3182,positive,negative,0.9996472597122192,"this app crashes everytime, please fix it",crash_bug
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,google_play,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,0.0,neutral,negative,0.9964038133621216,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,other
I need a support the app is not working,5,2024-11-12,BOA,google_play,i need a support the app is not working,0.4019,positive,negative,0.9998034834861756,i need a support the app is not working,support
Bast bank of ethiopia,5,2024-11-12,BOA,google_play,bast bank of ethiopia,0.0,neutral,positive,0.9978061318397522,bast bank of ethiopia,other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,google_play,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,0.0,neutral,negative,0.9990527033805848,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,transactions
